CVE_ESTADO,NOM_ESTADO,CVE_DIAGNO,DES_DIAGNO,CVE_CIE10,ACUMULADO,MENORES_1,DE01_A_04,DE05_A_09,DE10_A_14,DE15_A_19,DE20_A_24,DE25_A_44,DE45_A_49,DE50_A_59,DE60_A_64,DE65_Y_MAS,SE_IGNORAN,SSA,IMSS_ORD,ISSSTE,OTRAS,IMSS_SOL,D_IF,PEMEX,SEDENA,SEDEMAR,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE,PERIODO,MENORES_1F,DE01_A_04F,DE05_A_09F,DE10_A_14F,DE15_A_19F,DE20_A_24F,DE25_A_44F,DE45_A_49F,DE50_A_59F,DE60_A_64F,DE65_Y_MAF,SE_IGNORAF,TOTALM,TOTALF,SSAM,IMSS_ORDM,ISSSTEM,OTRASM,IMSS_SOLM,D_IFM,PEMEXM,SEDENAM,SEDEMARM,SSAF,IMSS_ORDF,ISSSTEF,OTRASF,IMSS_SOLF,D_IFF,PEMEXF,SEDENAF,SEDEMARF,ENEROM,FEBREROM,MARZOM,ABRILM,MAYOM,JUNIOM,JULIOM,AGOSTOM,SEPTIEMBRM,OCTUBREM,NOVIEMBREM,DICIEMBREM,ENEROF,FEBREROF,MARZOF,ABRILF,MAYOF,JUNIOF,JULIOF,AGOSTOF,SEPTIEMBRF,OCTUBREF,NOVIEMBREF,DICIEMBREF
11,GUANAJUATO,5,Shigelosis,A03,64,0,5,3,4,3,1,7,0,0,1,2,0,36,1,2,24,1,0,0,0,0,4,21,5,0,6,0,3,3,16,0,5,1,2017,0,7,4,2,4,3,9,4,4,1,0,0,26,38,16,1,2,7,0,0,0,0,0,20,0,0,17,1,0,0,0,0,1,6,2,0,5,0,1,2,4,0,5,0,3,15,3,0,1,0,2,1,12,0,0,1
11,GUANAJUATO,6,Fiebre tifoidea,A01.0,585,0,2,4,7,9,22,83,16,25,6,12,0,201,265,29,81,2,0,2,5,0,43,44,48,43,61,58,55,81,53,43,38,18,2017,0,3,5,14,25,49,175,31,64,17,16,0,186,399,42,98,10,31,2,0,0,3,0,159,167,19,50,0,0,2,2,0,12,15,11,14,15,17,19,28,20,12,14,9,31,29,37,29,46,41,36,53,33,31,24,9
11,GUANAJUATO,7,Giardiasis,A07.1,114,0,7,10,7,4,3,16,1,5,1,1,0,24,9,1,61,19,0,0,0,0,2,9,13,10,16,14,10,14,12,8,3,3,2017,0,8,15,6,2,4,18,2,2,0,2,0,55,59,11,4,1,30,9,0,0,0,0,13,5,0,31,10,0,0,0,0,1,3,5,4,7,7,6,11,3,5,2,1,1,6,8,6,9,7,4,3,9,3,1,2
11,GUANAJUATO,8,Infecciones intestinales por otros organismos y las mal definidas,"A04, A08-A09 excepto A08.0",200001,6027,17142,11306,8387,6455,7859,17461,5146,5608,2886,4578,4,69308,61304,11527,53269,980,0,3108,505,0,11011,11572,18103,18627,25351,19071,18883,24623,15303,12839,14809,9809,2017,5669,16555,11353,7687,7181,8826,22498,6977,8989,4127,7278,2,92859,107142,31126,28359,5117,26161,420,0,1427,249,0,38182,32945,6410,27108,560,0,1681,256,0,5173,5521,8431,8736,11667,8631,8735,11429,7126,5949,6886,4575,5838,6051,9672,9891,13684,10440,10148,13194,8177,6890,7923,5234
11,GUANAJUATO,178,Fiebre paratifoidea,A01.1-A01.4,77,0,0,3,0,0,0,7,3,4,1,2,0,15,11,16,34,1,0,0,0,0,1,11,7,3,11,5,12,8,3,5,10,1,2017,0,0,1,4,3,8,15,7,7,5,7,0,20,57,3,3,6,8,0,0,0,0,0,12,8,10,26,1,0,0,0,0,0,2,0,0,3,2,6,1,0,2,4,0,1,9,7,3,8,3,6,7,3,3,6,1
11,GUANAJUATO,93,Otras infecciones intestinales debidas a protozoarios,"A07.0, A07.2, A07.9",1179,28,111,85,69,34,30,73,26,32,20,29,0,570,4,20,523,61,0,1,0,0,50,76,130,75,118,134,118,123,76,116,104,59,2017,20,115,103,49,38,43,99,38,50,26,61,0,537,642,252,2,13,244,25,0,1,0,0,318,2,7,279,36,0,0,0,0,26,35,64,33,61,55,57,56,27,57,41,25,24,41,66,42,57,79,61,67,49,59,63,34
12,GUERRERO,1,Cólera,A00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,GUERRERO,2,Amebiasis intestinal,"A06.0-A06.3, A06.9",11553,268,1235,904,556,318,228,587,187,285,136,250,6,7848,1586,1297,452,274,0,0,44,52,830,992,1157,762,1063,1241,1320,1185,807,832,902,462,2017,266,1251,976,562,431,425,1338,326,471,149,390,8,4960,6593,3373,739,496,186,124,0,0,17,25,4475,847,801,266,150,0,0,27,27,351,439,495,343,450,514,567,525,349,353,393,181,479,553,662,419,613,727,753,660,458,479,509,281
12,GUERRERO,5,Shigelosis,A03,470,12,68,29,19,10,12,21,11,7,5,6,0,448,7,6,1,8,0,0,0,0,52,45,59,51,29,52,48,28,33,35,27,11,2017,23,53,31,22,15,21,47,21,20,3,13,1,200,270,189,4,2,1,4,0,0,0,0,259,3,4,0,4,0,0,0,0,23,18,21,23,15,24,18,13,16,13,10,6,29,27,38,28,14,28,30,15,17,22,17,5
12,GUERRERO,6,Fiebre tifoidea,A01.0,1203,3,30,24,32,33,54,94,37,31,9,11,2,896,5,94,186,13,0,0,1,8,101,141,148,98,127,113,91,118,67,102,56,41,2017,3,14,44,59,125,113,289,77,65,14,39,1,360,843,239,2,24,86,6,0,0,1,2,657,3,70,100,7,0,0,0,6,27,43,44,30,45,31,23,35,17,37,13,15,74,98,104,68,82,82,68,83,50,65,43,26
12,GUERRERO,7,Giardiasis,A07.1,519,9,55,61,31,21,10,21,5,8,10,9,0,414,8,28,50,2,0,0,2,15,36,48,70,39,69,59,53,43,27,29,24,22,2017,6,56,61,29,24,17,42,13,17,7,7,0,240,279,195,5,9,24,0,0,0,1,6,219,3,19,26,2,0,0,1,9,17,27,31,18,33,28,27,20,13,10,5,11,19,21,39,21,36,31,26,23,14,19,19,11
12,GUERRERO,8,Infecciones intestinales por otros organismos y las mal definidas,"A04, A08-A09 excepto A08.0",135578,3789,12905,7373,5296,3624,3984,10181,2987,3917,2088,4120,114,51564,40146,17435,21705,3294,0,0,462,972,10006,11079,13170,9443,13292,17204,16443,13376,8867,8302,8464,5932,2017,3681,11786,7643,5153,4653,5541,15757,4495,6722,3285,6385,99,60378,75200,22841,17599,7280,10507,1455,0,0,234,462,28723,22547,10155,11198,1839,0,0,228,510,4465,4913,5814,4179,5868,7623,7365,6047,4070,3732,3718,2584,5541,6166,7356,5264,7424,9581,9078,7329,4797,4570,4746,3348
12,GUERRERO,178,Fiebre paratifoidea,A01.1-A01.4,409,1,7,13,15,16,9,32,8,7,5,12,0,304,0,22,36,4,0,0,0,43,31,44,36,29,48,44,32,36,31,24,34,20,2017,0,9,18,18,30,36,98,22,33,6,14,0,125,284,85,0,5,18,1,0,0,0,16,219,0,17,18,3,0,0,0,27,6,10,15,10,18,12,10,10,10,10,8,6,25,34,21,19,30,32,22,26,21,14,26,14
12,GUERRERO,93,Otras infecciones intestinales debidas a protozoarios,"A07.0, A07.2, A07.9",2379,47,208,178,120,58,52,134,49,70,34,79,3,1733,3,550,23,64,0,0,6,0,160,195,204,158,237,263,279,208,184,195,215,81,2017,54,257,183,121,89,75,228,99,103,51,86,1,1032,1347,747,2,237,11,34,0,0,1,0,986,1,313,12,30,0,0,5,0,68,82,97,69,102,121,125,92,64,86,90,36,92,113,107,89,135,142,154,116,120,109,125,45
13,HIDALGO,1,Cólera,A00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,HIDALGO,2,Amebiasis intestinal,"A06.0-A06.3, A06.9",8884,130,842,676,480,271,231,473,165,218,136,235,4,5054,927,495,1142,1236,3,27,0,0,698,913,1086,767,856,854,602,758,642,600,706,402,2017,138,813,689,523,373,342,955,268,419,173,329,1,3861,5023,2189,394,213,524,525,3,13,0,0,2865,533,282,618,711,0,14,0,0,309,412,511,349,373,352,248,319,261,245,312,170,389,501,575,418,483,502,354,439,381,355,394,232
13,HIDALGO,5,Shigelosis,A03,12,0,0,4,2,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,2,1,0,3,2,2017,1,0,1,1,1,0,2,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,3,0,0,0,0,2,0,0,1,0
13,HIDALGO,6,Fiebre tifoidea,A01.0,16,0,0,0,1,1,1,2,0,0,0,1,0,15,0,1,0,0,0,0,0,0,0,4,3,1,0,1,0,1,2,3,1,0,2017,0,0,0,3,2,0,4,0,1,0,0,0,6,10,5,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,0,0,0,2,2,0,0,1,0,0,2,2,1,0
13,HIDALGO,7,Giardiasis,A07.1,190,0,26,22,12,4,3,10,2,3,1,2,0,153,7,0,20,8,1,1,0,0,17,22,20,13,24,18,15,17,13,13,13,5,2017,1,25,22,15,8,5,17,2,3,2,5,0,85,105,70,4,0,7,3,1,0,0,0,83,3,0,13,5,0,1,0,0,7,8,7,9,12,13,6,6,7,3,5,2,10,14,13,4,12,5,9,11,6,10,8,3
13,HIDALGO,8,Infecciones intestinales por otros organismos y las mal definidas,"A04, A08-A09 excepto A08.0",95458,2580,9394,6549,4884,3091,2995,6714,2123,2738,1345,2117,45,39104,19085,6978,19342,6061,3283,1605,0,0,7157,8912,11162,8400,11941,9194,7361,8674,5969,5737,6485,4466,2017,2356,8584,6182,4413,3657,3612,10105,2973,4160,1831,3005,5,44575,50883,17912,8998,2865,9401,2768,1851,780,0,0,21192,10087,4113,9941,3293,1432,825,0,0,3442,4234,5233,3906,5515,4215,3431,3975,2774,2668,3064,2118,3715,4678,5929,4494,6426,4979,3930,4699,3195,3069,3421,2348
13,HIDALGO,178,Fiebre paratifoidea,A01.1-A01.4,5,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,2017,0,0,0,0,0,0,3,0,1,0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
13,HIDALGO,93,Otras infecciones intestinales debidas a protozoarios,"A07.0, A07.2, A07.9",1501,33,174,114,93,36,34,64,23,28,11,39,0,1261,1,39,127,73,0,0,0,0,92,117,161,162,166,146,95,146,109,106,94,107,2017,41,173,140,105,55,52,139,39,40,22,46,0,649,852,546,1,13,57,32,0,0,0,0,715,0,26,70,41,0,0,0,0,44,57,66,80,74,55,33,74,51,40,35,40,48,60,95,82,92,91,62,72,58,66,59,67
14,JALISCO,1,Cólera,A00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,JALISCO,2,Amebiasis intestinal,"A06.0-A06.3, A06.9",8094,106,725,551,358,233,290,811,203,228,120,206,0,2050,3392,199,2204,38,133,0,78,0,596,567,745,571,950,714,710,983,763,567,569,359,2017,111,689,574,335,231,292,972,241,370,157,291,0,3831,4263,882,1618,88,1108,18,74,0,43,0,1168,1774,111,1096,20,59,0,35,0,303,286,357,277,447,323,302,443,363,288,257,185,293,281,388,294,503,391,408,540,400,279,312,174
14,JALISCO,5,Shigelosis,A03,106,5,7,3,6,1,14,13,2,8,0,2,0,39,5,0,56,0,6,0,0,0,33,5,7,4,7,10,5,11,12,5,1,6,2017,2,13,2,2,3,2,13,3,3,0,2,0,61,45,15,3,0,38,0,5,0,0,0,24,2,0,18,0,1,0,0,0,27,2,5,3,3,6,0,4,4,2,0,5,6,3,2,1,4,4,5,7,8,3,1,1
14,JALISCO,6,Fiebre tifoidea,A01.0,494,0,1,6,20,13,22,57,12,10,9,13,0,230,0,33,227,0,4,0,0,0,33,43,62,34,52,47,42,52,36,33,39,21,2017,0,1,10,15,40,28,118,36,49,14,20,0,163,331,74,0,7,82,0,0,0,0,0,156,0,26,145,0,4,0,0,0,17,14,19,9,15,18,18,15,17,8,6,7,16,29,43,25,37,29,24,37,19,25,33,14
14,JALISCO,7,Giardiasis,A07.1,373,1,58,27,22,11,18,35,3,10,4,6,0,99,14,3,232,0,21,0,4,0,26,27,29,29,45,24,37,33,39,20,34,30,2017,14,38,34,20,10,11,22,8,9,2,10,0,195,178,43,7,3,125,0,14,0,3,0,56,7,0,107,0,7,0,1,0,16,14,15,15,28,15,12,21,20,7,16,16,10,13,14,14,17,9,25,12,19,13,18,14
14,JALISCO,8,Infecciones intestinales por otros organismos y las mal definidas,"A04, A08-A09 excepto A08.0",362723,8846,31091,18220,12380,9665,14975,40691,8953,10658,4950,9896,0,50973,207194,7142,94408,357,1003,426,963,257,20178,21837,31491,32876,43176,31016,36314,47808,30026,23993,25090,18918,2017,8051,28006,17650,10938,11122,16737,47272,11838,17389,7646,15749,0,170325,192398,23285,96629,3112,45878,141,468,214,466,132,27688,110565,4030,48530,216,535,212,497,125,9572,10289,14724,15525,20220,14413,16985,22383,13945,11383,11768,9118,10606,11548,16767,17351,22956,16603,19329,25425,16081,12610,13322,9800
14,JALISCO,178,Fiebre paratifoidea,A01.1-A01.4,710,2,10,14,20,17,13,49,20,15,6,11,0,561,27,11,109,0,2,0,0,0,26,42,97,41,86,57,40,85,70,83,56,27,2017,2,11,20,31,39,44,196,62,62,32,34,0,177,533,135,3,3,35,0,1,0,0,0,426,24,8,74,0,1,0,0,0,4,9,33,7,21,12,11,22,16,25,12,5,22,33,64,34,65,45,29,63,54,58,44,22
14,JALISCO,93,Otras infecciones intestinales debidas a protozoarios,"A07.0, A07.2, A07.9",1457,43,199,124,75,39,56,95,35,34,5,23,0,569,6,5,827,6,34,0,4,6,267,135,139,77,161,100,102,174,103,83,76,40,2017,32,141,106,82,75,63,122,37,34,15,22,0,728,729,234,4,2,459,4,18,0,3,4,335,2,3,368,2,16,0,1,2,193,64,56,34,78,47,43,72,49,36,35,21,74,71,83,43,83,53,59,102,54,47,41,19
15,MÉXICO,1,Cólera,A00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,MÉXICO,2,Amebiasis intestinal,"A06.0-A06.3, A06.9",15848,223,1171,1005,776,536,572,1477,343,526,234,370,2,4624,5601,131,3918,42,1456,0,76,0,1092,1267,1703,1374,1949,1832,1375,1340,1115,982,1164,655,2017,247,1137,1052,767,608,593,1992,558,830,339,487,3,7235,8613,1996,2524,47,1905,20,713,0,30,0,2628,3077,84,2013,22,743,0,46,0,489,553,768,626,839,840,640,645,516,459,541,319,603,714,935,748,1110,992,735,695,599,523,623,336
15,MÉXICO,5,Shigelosis,A03,144,3,8,9,8,5,2,9,4,1,3,2,0,81,4,0,31,0,28,0,0,0,14,22,33,7,22,7,15,3,6,3,10,2,2017,2,16,13,11,5,6,17,4,9,3,4,0,54,90,32,3,0,8,0,11,0,0,0,49,1,0,23,0,17,0,0,0,7,3,13,4,10,2,6,2,5,0,1,1,7,19,20,3,12,5,9,1,1,3,9,1
15,MÉXICO,6,Fiebre tifoidea,A01.0,135,2,3,1,3,4,6,18,4,4,0,4,0,41,15,11,41,0,24,0,3,0,8,12,17,14,16,21,8,6,11,11,9,2,2017,0,0,3,9,11,10,26,12,11,3,1,0,49,86,18,9,4,14,0,4,0,0,0,23,6,7,27,0,20,0,3,0,3,6,6,7,5,5,2,4,5,4,2,0,5,6,11,7,11,16,6,2,6,7,7,2
15,MÉXICO,7,Giardiasis,A07.1,973,8,89,101,74,27,13,40,12,11,20,11,1,299,51,3,498,4,113,0,5,0,76,100,102,66,112,73,72,87,66,60,107,52,2017,5,52,98,75,28,21,69,17,26,160,14,1,407,566,72,23,2,251,2,57,0,0,0,227,28,1,247,2,56,0,5,0,30,42,47,25,54,23,22,38,29,27,46,24,46,58,55,41,58,50,50,49,37,33,61,28
15,MÉXICO,8,Infecciones intestinales por otros organismos y las mal definidas,"A04, A08-A09 excepto A08.0",627522,14505,50355,37179,29276,21234,23294,58553,15747,19335,8722,13173,266,237737,171210,17761,149528,2902,43772,0,4612,0,48132,54876,69308,55664,75945,60323,47631,50565,39509,39220,48878,37471,2017,14141,48099,36714,27634,23824,25405,74590,21872,30585,12679,20121,219,291639,335883,106716,81272,7786,71500,1314,20896,0,2155,0,131021,89938,9975,78028,1588,22876,0,2457,0,22301,25425,31974,25588,34763,27692,22126,23792,18481,18410,23174,17913,25831,29451,37334,30076,41182,32631,25505,26773,21028,20810,25704,19558
15,MÉXICO,178,Fiebre paratifoidea,A01.1-A01.4,54,0,0,4,2,0,1,5,4,2,2,2,0,18,5,0,13,0,18,0,0,0,2,2,2,5,9,10,5,6,4,4,2,3,2017,0,2,2,6,3,2,6,3,7,0,1,0,22,32,10,3,0,5,0,4,0,0,0,8,2,0,8,0,14,0,0,0,1,1,1,1,4,3,3,2,2,2,0,2,1,1,1,4,5,7,2,4,2,2,2,1
15,MÉXICO,93,Otras infecciones intestinales debidas a protozoarios,"A07.0, A07.2, A07.9",1774,46,141,145,101,76,49,105,43,38,25,27,2,1065,8,75,260,14,262,0,90,0,117,175,267,113,151,140,189,146,123,136,164,53,2017,36,160,162,101,71,72,181,49,61,29,53,1,798,976,459,5,25,140,4,121,0,44,0,606,3,50,120,10,141,0,46,0,44,82,132,53,69,57,86,74,50,48,81,22,73,93,135,60,82,83,103,72,73,88,83,31
16,MICHOACÁN DE OCAMPO,1,Cólera,A00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,MICHOACÁN DE OCAMPO,2,Amebiasis intestinal,"A06.0-A06.3, A06.9",3501,42,285,298,152,99,83,260,88,95,34,106,2,965,962,461,617,395,0,0,68,33,280,255,408,243,364,322,312,396,270,269,217,165,2017,48,302,266,202,134,139,392,105,170,72,125,2,1544,1957,418,406,206,292,172,0,0,30,20,547,556,255,325,223,0,0,38,13,126,107,174,112,164,128,139,175,126,134,81,78,154,148,234,131,200,194,173,221,144,135,136,87
16,MICHOACÁN DE OCAMPO,5,Shigelosis,A03,90,2,11,14,3,2,1,6,1,2,0,1,0,67,0,0,22,1,0,0,0,0,4,2,6,2,8,22,11,15,7,1,11,1,2017,4,10,7,4,0,3,8,1,3,0,7,0,43,47,29,0,0,13,1,0,0,0,0,38,0,0,9,0,0,0,0,0,1,1,2,2,6,7,5,9,2,1,6,1,3,1,4,0,2,15,6,6,5,0,5,0
16,MICHOACÁN DE OCAMPO,6,Fiebre tifoidea,A01.0,697,1,7,12,7,25,9,47,26,24,8,18,2,388,49,169,89,1,0,0,0,1,48,62,76,60,71,70,84,81,30,36,46,33,2017,1,6,15,29,41,48,178,46,81,28,37,1,186,511,96,16,42,32,0,0,0,0,0,292,33,127,57,1,0,0,0,1,21,16,15,12,20,21,22,23,7,11,10,8,27,46,61,48,51,49,62,58,23,25,36,25
16,MICHOACÁN DE OCAMPO,7,Giardiasis,A07.1,209,1,8,11,7,9,4,17,13,9,4,3,0,45,7,9,139,1,0,0,0,8,5,6,17,18,16,25,33,38,6,27,15,3,2017,0,17,19,5,8,15,28,13,8,4,4,2,86,123,19,1,5,56,1,0,0,0,4,26,6,4,83,0,0,0,0,4,5,2,4,9,6,13,10,15,2,13,6,1,0,4,13,9,10,12,23,23,4,14,9,2
16,MICHOACÁN DE OCAMPO,8,Infecciones intestinales por otros organismos y las mal definidas,"A04, A08-A09 excepto A08.0",171667,4513,14095,10349,7562,5683,5884,12671,4369,5067,2947,4799,231,43632,33399,13599,63504,16816,0,0,0,717,10691,12560,16986,14031,18715,17611,16177,19312,12867,12620,11540,8557,2017,4305,14127,10446,7274,6728,7533,18149,5990,8212,3911,6796,26,78170,93497,19353,15026,5983,30070,7393,0,0,0,345,24279,18373,7616,33434,9423,0,0,0,372,4852,5694,7826,6532,8369,8032,7347,8857,5843,5738,5155,3925,5839,6866,9160,7499,10346,9579,8830,10455,7024,6882,6385,4632
16,MICHOACÁN DE OCAMPO,178,Fiebre paratifoidea,A01.1-A01.4,300,0,3,5,9,10,6,24,7,14,2,7,0,254,15,7,21,0,0,0,0,3,2,6,21,25,32,47,33,39,16,33,32,14,2017,0,5,9,11,18,30,73,14,28,12,13,0,87,213,76,4,0,7,0,0,0,0,0,178,11,7,14,0,0,0,0,3,0,4,2,7,6,14,8,11,7,10,13,5,2,2,19,18,26,33,25,28,9,23,19,9
16,MICHOACÁN DE OCAMPO,93,Otras infecciones intestinales debidas a protozoarios,"A07.0, A07.2, A07.9",1391,44,120,125,66,46,32,73,28,41,20,20,3,789,7,36,360,130,0,0,0,69,124,153,136,96,110,120,144,138,122,98,97,53,2017,30,135,136,75,72,59,118,41,38,26,42,1,618,773,337,3,15,187,47,0,0,0,29,452,4,21,173,83,0,0,0,40,52,74,55,45,47,59,68,61,44,47,42,24,72,79,81,51,63,61,76,77,78,51,55,29
17,MORELOS,1,Cólera,A00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,MORELOS,2,Amebiasis intestinal,"A06.0-A06.3, A06.9",3845,66,293,247,196,127,118,284,82,97,61,120,2,1115,1648,291,702,23,0,0,66,0,298,383,491,299,474,412,352,344,191,166,267,168,2017,64,274,258,177,152,153,487,133,206,85,162,1,1693,2152,442,711,150,347,8,0,0,35,0,673,937,141,355,15,0,0,31,0,139,180,227,124,209,180,162,141,85,59,113,74,159,203,264,175,265,232,190,203,106,107,154,94
17,MORELOS,5,Shigelosis,A03,18,0,1,0,0,1,1,0,1,0,2,1,0,2,2,12,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,13,2017,0,0,1,1,3,2,3,0,1,0,0,0,7,11,1,0,6,0,0,0,0,0,0,1,2,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0,2,0,0,0,0,0,1,7
17,MORELOS,6,Fiebre tifoidea,A01.0,317,1,7,7,6,6,6,53,7,5,2,6,0,14,150,48,102,3,0,0,0,0,6,15,48,16,20,68,27,16,19,23,27,32,2017,0,2,14,10,11,16,97,19,28,7,7,0,106,211,7,42,15,42,0,0,0,0,0,7,108,33,60,3,0,0,0,0,1,5,20,6,8,23,8,1,7,9,10,8,5,10,28,10,12,45,19,15,12,14,17,24
17,MORELOS,7,Giardiasis,A07.1,150,4,20,14,16,4,1,5,1,3,1,1,0,90,23,11,26,0,0,0,0,0,8,19,10,20,9,18,16,8,11,6,22,3,2017,0,15,16,19,2,4,8,4,5,4,3,0,70,80,38,14,4,14,0,0,0,0,0,52,9,7,12,0,0,0,0,0,3,15,4,4,5,10,7,2,5,2,13,0,5,4,6,16,4,8,9,6,6,4,9,3
17,MORELOS,8,Infecciones intestinales por otros organismos y las mal definidas,"A04, A08-A09 excepto A08.0",110337,2331,8331,5969,4863,3472,4189,9826,2883,3349,1854,3005,75,42380,37246,9513,20654,200,0,0,344,0,8773,9968,11535,8362,12174,16072,11114,9309,5308,5731,6694,5297,2017,2220,7705,6079,4462,4192,5384,13108,4001,5749,2582,4616,92,50147,60190,19433,16482,4038,9981,73,0,0,140,0,22947,20764,5475,10673,127,0,0,204,0,4043,4608,5417,3787,5505,6889,4932,4371,2429,2691,3054,2421,4730,5360,6118,4575,6669,9183,6182,4938,2879,3040,3640,2876
17,MORELOS,178,Fiebre paratifoidea,A01.1-A01.4,15,1,0,0,0,0,1,0,0,1,0,1,0,3,2,8,1,1,0,0,0,0,0,3,1,1,4,1,1,2,0,1,0,1,2017,0,0,1,1,0,1,2,3,1,0,2,0,4,11,1,1,2,0,0,0,0,0,0,2,1,6,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,2,1,1,3,1,0,1,0,1,0,1
17,MORELOS,93,Otras infecciones intestinales debidas a protozoarios,"A07.0, A07.2, A07.9",1010,32,71,68,70,38,33,62,29,25,15,17,2,466,42,58,435,9,0,0,0,0,103,100,69,45,70,118,105,172,79,54,69,26,2017,26,63,79,86,62,39,92,28,33,22,18,0,462,548,203,12,30,213,4,0,0,0,0,263,30,28,222,5,0,0,0,0,42,46,31,19,34,58,50,80,35,25,26,16,61,54,38,26,36,60,55,92,44,29,43,10
18,NAYARIT,1,Cólera,A00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,NAYARIT,2,Amebiasis intestinal,"A06.0-A06.3, A06.9",6325,42,371,453,407,259,220,422,180,224,126,190,2,2148,226,1015,2406,263,230,0,4,33,352,478,710,419,540,509,550,589,574,532,794,278,2017,67,405,478,450,302,277,570,215,300,166,199,0,2896,3429,950,99,441,1154,122,110,0,4,16,1198,127,574,1252,141,120,0,0,17,147,214,330,207,236,232,253,280,251,245,361,140,205,264,380,212,304,277,297,309,323,287,433,138
18,NAYARIT,5,Shigelosis,A03,39,1,2,5,5,0,0,3,0,1,0,0,0,17,0,4,18,0,0,0,0,0,4,1,2,16,1,0,3,6,3,0,1,2,2017,2,3,5,3,1,0,2,2,2,1,1,0,17,22,9,0,3,5,0,0,0,0,0,8,0,1,13,0,0,0,0,0,3,0,2,7,1,0,2,1,0,0,1,0,1,1,0,9,0,0,1,5,3,0,0,2
18,NAYARIT,6,Fiebre tifoidea,A01.0,102,0,0,2,4,3,2,10,5,2,3,3,0,68,0,31,3,0,0,0,0,0,19,10,12,14,15,3,9,1,1,8,5,5,2017,1,0,2,2,7,2,26,8,12,3,5,0,34,68,27,0,5,2,0,0,0,0,0,41,0,26,1,0,0,0,0,0,8,2,5,4,5,2,3,0,0,3,1,1,11,8,7,10,10,1,6,1,1,5,4,4
