CVE_ESTADO,NOM_ESTADO,CVE_DIAGNO,DES_DIAGNO,CVE_CIE10,ACUMULADO,MENORES_1,DE01_A_04,DE05_A_09,DE10_A_14,DE15_A_19,DE20_A_24,DE25_A_44,DE45_A_49,DE50_A_59,DE60_A_64,DE65_Y_MAS,SE_IGNORAN,SSA,IMSS_ORD,ISSSTE,OTRAS,IMSS_SOL,D_IF,PEMEX,SEDENA,SEDEMAR,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE,PERIODO,MENORES_1F,DE01_A_04F,DE05_A_09F,DE10_A_14F,DE15_A_19F,DE20_A_24F,DE25_A_44F,DE45_A_49F,DE50_A_59F,DE60_A_64F,DE65_Y_MAF,SE_IGNORAF,TOTALM,TOTALF,SSAM,IMSS_ORDM,ISSSTEM,OTRASM,IMSS_SOLM,D_IFM,PEMEXM,SEDENAM,SEDEMARM,SSAF,IMSS_ORDF,ISSSTEF,OTRASF,IMSS_SOLF,D_IFF,PEMEXF,SEDENAF,SEDEMARF,ENEROM,FEBREROM,MARZOM,ABRILM,MAYOM,JUNIOM,JULIOM,AGOSTOM,SEPTIEMBRM,OCTUBREM,NOVIEMBREM,DICIEMBREM,ENEROF,FEBREROF,MARZOF,ABRILF,MAYOF,JUNIOF,JULIOF,AGOSTOF,SEPTIEMBRF,OCTUBREF,NOVIEMBREF,DICIEMBREF
25,SINALOA,8,Infecciones intestinales por otros organismos y las mal definidas,"A04, A08-A09 excepto A08.0",156793,4793,13478,8649,6681,5057,6044,12374,4393,4926,2782,4745,52,23878,40183,11883,73661,3485,2207,154,953,389,9536,12149,16665,15619,17526,11887,11008,15426,15297,12882,10942,7856,2017,4631,12512,8429,5974,5665,6909,15840,5563,7473,3608,6203,12,73974,82819,10967,18178,5081,36345,1634,1072,61,460,176,12911,22005,6802,37316,1851,1135,93,493,213,4387,5845,7823,7263,8207,5641,5194,7269,7374,6033,5133,3805,5149,6304,8842,8356,9319,6246,5814,8157,7923,6849,5809,4051
25,SINALOA,178,Fiebre paratifoidea,A01.1-A01.4,1931,0,8,12,27,51,165,274,120,98,37,33,0,74,171,62,1601,2,21,0,0,0,161,126,131,113,161,117,112,315,168,162,221,144,2017,3,8,17,35,143,224,348,148,109,32,39,0,825,1106,20,54,16,728,1,6,0,0,0,54,117,46,873,1,15,0,0,0,69,54,55,49,83,46,42,150,58,67,89,63,92,72,76,64,78,71,70,165,110,95,132,81
25,SINALOA,93,Otras infecciones intestinales debidas a protozoarios,"A07.0, A07.2, A07.9",5839,60,459,520,381,236,218,300,179,166,137,90,0,216,2,1035,4137,114,122,0,57,156,311,427,557,494,802,400,460,432,517,446,579,414,2017,86,613,495,289,238,266,473,224,194,118,97,0,2746,3093,101,1,478,1936,58,59,0,25,88,115,1,557,2201,56,63,0,32,68,146,216,258,256,395,206,180,221,225,220,217,206,165,211,299,238,407,194,280,211,292,226,362,208
26,SONORA,1,Cólera,A00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,SONORA,2,Amebiasis intestinal,"A06.0-A06.3, A06.9",2208,39,195,154,112,77,61,154,39,59,16,41,0,779,956,68,397,2,0,0,0,6,180,165,230,182,256,173,140,218,205,156,184,119,2017,41,175,182,182,109,74,213,62,104,44,75,0,947,1261,330,415,29,168,1,0,0,0,4,449,541,39,229,1,0,0,0,2,80,75,94,77,111,78,50,97,86,56,95,48,100,90,136,105,145,95,90,121,119,100,89,71
26,SONORA,5,Shigelosis,A03,73,3,0,6,6,5,3,8,1,3,0,0,0,13,31,0,29,0,0,0,0,0,5,2,7,4,9,8,1,2,0,27,5,3,2017,0,5,4,2,2,4,14,4,0,2,1,0,35,38,8,11,0,16,0,0,0,0,0,5,20,0,13,0,0,0,0,0,3,0,3,1,4,4,0,2,0,13,4,1,2,2,4,3,5,4,1,0,0,14,1,2
26,SONORA,6,Fiebre tifoidea,A01.0,136,2,5,3,4,0,2,13,2,4,2,1,0,58,50,11,14,0,0,0,0,3,5,28,19,9,10,8,6,4,14,9,13,11,2017,3,4,4,7,11,6,35,10,12,4,2,0,38,98,15,10,4,7,0,0,0,0,2,43,40,7,7,0,0,0,0,1,2,11,4,2,4,1,2,1,6,1,3,1,3,17,15,7,6,7,4,3,8,8,10,10
26,SONORA,7,Giardiasis,A07.1,513,3,65,44,30,51,16,15,3,7,5,4,0,186,84,44,197,0,0,0,0,2,40,35,57,33,73,33,49,57,53,26,29,28,2017,0,56,47,53,43,13,23,10,10,1,14,0,243,270,89,37,20,95,0,0,0,0,2,97,47,24,102,0,0,0,0,0,18,14,32,14,33,15,27,19,23,18,14,16,22,21,25,19,40,18,22,38,30,8,15,12
26,SONORA,8,Infecciones intestinales por otros organismos y las mal definidas,"A04, A08-A09 excepto A08.0",147009,5023,12581,6758,4816,3789,5450,14495,3910,4227,2160,3940,64,32333,63593,9003,40590,178,0,0,957,355,7306,6870,12747,15464,20791,14233,11519,17937,12241,10285,10641,6975,2017,4646,11556,6401,4497,4796,6740,19585,5584,6882,3151,5922,36,67213,79796,14990,28661,3785,19125,63,0,0,440,149,17343,34932,5218,21465,115,0,0,517,206,3331,3178,5857,7113,9349,6439,5265,8230,5690,4645,4853,3263,3975,3692,6890,8351,11442,7794,6254,9707,6551,5640,5788,3712
26,SONORA,178,Fiebre paratifoidea,A01.1-A01.4,43,0,1,2,1,0,0,8,0,2,2,0,0,23,9,2,9,0,0,0,0,0,3,6,0,4,7,6,1,2,1,4,9,0,2017,0,0,0,1,6,5,7,2,1,2,3,0,16,27,10,1,0,5,0,0,0,0,0,13,8,2,4,0,0,0,0,0,0,4,0,1,3,0,1,1,0,2,4,0,3,2,0,3,4,6,0,1,1,2,5,0
26,SONORA,93,Otras infecciones intestinales debidas a protozoarios,"A07.0, A07.2, A07.9",680,9,68,55,44,25,17,28,15,4,9,12,0,573,1,0,96,0,0,0,0,10,48,32,53,78,93,55,35,59,59,43,47,78,2017,8,67,74,61,44,29,65,6,19,5,16,0,286,394,240,0,0,43,0,0,0,0,3,333,1,0,53,0,0,0,0,7,19,13,19,27,36,20,17,29,28,18,18,42,29,19,34,51,57,35,18,30,31,25,29,36
27,TABASCO,1,Cólera,A00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,TABASCO,2,Amebiasis intestinal,"A06.0-A06.3, A06.9",10532,193,828,783,540,453,497,706,283,238,101,152,3,4422,1733,1469,2791,0,0,84,21,12,901,917,1220,729,1060,775,818,970,800,809,918,615,2017,196,955,938,529,524,573,946,311,341,263,177,2,4777,5755,1862,846,721,1289,0,0,40,13,6,2560,887,748,1502,0,0,44,8,6,415,354,569,333,512,366,371,449,395,359,386,268,486,563,651,396,548,409,447,521,405,450,532,347
27,TABASCO,5,Shigelosis,A03,182,5,8,11,9,9,4,17,4,8,2,3,0,132,8,0,42,0,0,0,0,0,17,43,17,12,15,7,5,10,9,13,32,2,2017,3,17,15,6,8,8,26,9,3,2,5,0,80,102,63,1,0,16,0,0,0,0,0,69,7,0,26,0,0,0,0,0,2,24,8,5,10,3,1,5,4,4,13,1,15,19,9,7,5,4,4,5,5,9,19,1
27,TABASCO,6,Fiebre tifoidea,A01.0,2532,2,42,84,112,118,112,195,58,57,42,39,2,1529,0,0,947,0,0,12,44,0,151,193,264,244,255,209,190,318,197,196,210,105,2017,2,22,105,178,229,203,524,151,145,51,59,0,863,1669,466,0,0,377,0,0,2,18,0,1063,0,0,570,0,0,10,26,0,59,60,75,93,95,71,69,112,66,61,67,35,92,133,189,151,160,138,121,206,131,135,143,70
27,TABASCO,7,Giardiasis,A07.1,457,2,28,43,30,20,14,25,18,9,6,5,0,247,3,0,205,0,0,1,0,1,52,29,67,61,45,24,18,35,31,47,27,21,2017,9,54,47,34,17,19,24,18,14,14,7,0,200,257,102,2,0,96,0,0,0,0,0,145,1,0,109,0,0,1,0,1,28,15,29,19,17,12,9,15,16,19,12,9,24,14,38,42,28,12,9,20,15,28,15,12
27,TABASCO,8,Infecciones intestinales por otros organismos y las mal definidas,"A04, A08-A09 excepto A08.0",130325,2740,9934,7063,5864,4804,5868,12183,4134,4199,1985,2472,110,34759,30838,14486,40939,0,0,7499,1594,210,9594,9673,13995,10772,15425,10864,8973,11043,9033,10681,12445,7827,2017,2607,9213,6885,5361,5124,6706,15634,5248,6022,2513,3559,97,61356,68969,15573,14632,6995,19776,0,0,3468,801,111,19186,16206,7491,21163,0,0,4031,793,99,4547,4583,6563,5136,7291,5190,4147,5245,4127,5080,5784,3663,5047,5090,7432,5636,8134,5674,4826,5798,4906,5601,6661,4164
27,TABASCO,178,Fiebre paratifoidea,A01.1-A01.4,2464,1,21,45,85,74,184,249,120,86,50,31,2,1428,27,5,1004,0,0,0,0,0,214,238,286,212,191,219,246,207,173,171,188,119,2017,0,20,73,135,163,211,448,184,166,77,39,0,948,1516,492,6,4,446,0,0,0,0,0,936,21,1,558,0,0,0,0,0,79,87,107,88,71,88,80,69,83,73,75,48,135,151,179,124,120,131,166,138,90,98,113,71
27,TABASCO,93,Otras infecciones intestinales debidas a protozoarios,"A07.0, A07.2, A07.9",7087,121,495,508,388,279,234,457,231,216,103,137,2,3410,20,778,2861,0,0,1,0,17,660,858,1111,700,616,411,394,588,373,406,477,493,2017,135,516,523,403,331,285,737,315,334,151,182,4,3171,3916,1548,7,264,1343,0,0,1,0,8,1862,13,514,1518,0,0,0,0,9,314,388,492,309,274,190,169,262,170,165,210,228,346,470,619,391,342,221,225,326,203,241,267,265
28,TAMAULIPAS,1,Cólera,A00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,TAMAULIPAS,2,Amebiasis intestinal,"A06.0-A06.3, A06.9",8591,42,430,635,470,459,376,448,302,347,273,113,1,1824,667,1817,3796,123,313,27,2,22,528,621,743,660,871,916,857,879,613,705,754,444,2017,59,575,745,522,454,395,679,444,434,244,142,2,3896,4695,800,305,660,1910,55,145,12,1,8,1024,362,1157,1886,68,168,15,1,14,234,277,329,291,373,427,386,419,272,336,352,200,294,344,414,369,498,489,471,460,341,369,402,244
28,TAMAULIPAS,5,Shigelosis,A03,530,4,20,28,34,23,29,30,22,23,8,10,1,112,0,0,408,3,0,7,0,0,41,37,96,30,33,33,64,61,37,34,36,28,2017,8,31,26,32,36,39,59,25,23,8,10,1,232,298,43,0,0,185,1,0,3,0,0,69,0,0,223,2,0,4,0,0,18,16,45,8,18,17,26,20,14,20,17,13,23,21,51,22,15,16,38,41,23,14,19,15
28,TAMAULIPAS,6,Fiebre tifoidea,A01.0,10577,3,35,154,313,438,644,1055,509,386,144,101,2,3119,1048,479,5828,78,5,13,0,7,887,837,1197,902,1129,947,1006,1014,659,645,917,437,2017,5,52,210,521,890,1129,2225,777,585,192,206,1,3784,6793,952,272,165,2370,17,3,4,0,1,2167,776,314,3458,61,2,9,0,6,277,238,438,361,436,343,363,382,231,219,346,150,610,599,759,541,693,604,643,632,428,426,571,287
28,TAMAULIPAS,7,Giardiasis,A07.1,841,10,42,81,105,37,44,32,12,8,1,2,0,410,24,1,370,4,26,4,0,2,73,76,131,45,66,60,60,105,53,68,73,31,2017,14,47,95,84,61,36,75,25,17,5,8,0,374,467,154,13,1,185,2,18,0,0,1,256,11,0,185,2,8,4,0,1,39,36,56,18,24,28,25,55,21,30,29,13,34,40,75,27,42,32,35,50,32,38,44,18
28,TAMAULIPAS,8,Infecciones intestinales por otros organismos y las mal definidas,"A04, A08-A09 excepto A08.0",290515,5969,19354,17098,13911,11755,12852,22765,9472,9576,6257,6152,239,45719,53977,20657,154111,4606,3793,6518,761,373,20600,29914,32775,24307,27981,23409,21521,24928,20130,21135,26255,17560,2017,6473,19442,17818,13713,13303,14904,29377,11986,13373,6738,7885,103,135400,155115,20019,24006,9346,74787,2016,1735,2970,367,154,25700,29971,11311,79324,2590,2058,3548,394,219,9508,13813,15116,11376,12923,10961,10099,11638,9462,9935,12217,8352,11092,16101,17659,12931,15058,12448,11422,13290,10668,11200,14038,9208
28,TAMAULIPAS,178,Fiebre paratifoidea,A01.1-A01.4,1191,1,7,25,32,36,59,117,54,43,10,13,1,443,26,51,661,7,0,2,0,1,55,66,72,64,111,130,117,145,143,122,100,66,2017,0,9,27,75,88,124,268,87,72,15,27,1,398,793,102,10,9,274,1,0,2,0,0,341,16,42,387,6,0,0,0,1,19,17,19,18,36,44,39,51,43,41,43,28,36,49,53,46,75,86,78,94,100,81,57,38
28,TAMAULIPAS,93,Otras infecciones intestinales debidas a protozoarios,"A07.0, A07.2, A07.9",6406,94,371,464,390,351,307,398,290,194,127,77,2,1390,3,146,4317,61,464,8,0,17,269,445,468,335,519,522,404,622,758,700,763,601,2017,161,430,482,373,328,362,456,284,238,136,88,3,3065,3341,592,2,73,2126,30,233,3,0,6,798,1,73,2191,31,231,5,0,11,125,196,205,165,241,270,167,285,380,346,395,290,144,249,263,170,278,252,237,337,378,354,368,311
29,TLAXCALA,1,Cólera,A00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,TLAXCALA,2,Amebiasis intestinal,"A06.0-A06.3, A06.9",2784,48,229,185,144,78,94,168,54,86,37,73,3,836,923,260,418,1,346,0,0,0,300,248,296,216,297,247,263,264,178,139,219,117,2017,35,218,224,145,78,104,358,96,170,54,103,0,1199,1585,349,410,95,211,0,134,0,0,0,487,513,165,207,1,212,0,0,0,145,107,135,90,120,112,108,119,71,64,81,47,155,141,161,126,177,135,155,145,107,75,138,70
29,TLAXCALA,5,Shigelosis,A03,15,0,0,1,0,0,0,3,0,0,1,1,0,14,0,0,1,0,0,0,0,0,2,1,0,0,0,4,1,2,4,0,1,0,2017,0,1,1,0,0,0,5,0,2,0,0,0,6,9,5,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,1,1,0,0,0,4,0,1,2,0,0,0
29,TLAXCALA,6,Fiebre tifoidea,A01.0,95,0,1,1,3,5,2,6,2,1,2,2,0,78,0,8,9,0,0,0,0,0,5,3,4,3,6,9,9,16,17,11,8,4,2017,0,0,3,9,8,5,24,8,6,3,4,0,25,70,20,0,3,2,0,0,0,0,0,58,0,5,7,0,0,0,0,0,0,1,0,2,1,2,2,5,8,2,1,1,5,2,4,1,5,7,7,11,9,9,7,3
29,TLAXCALA,7,Giardiasis,A07.1,41,1,8,5,0,1,0,1,0,2,1,0,0,36,4,0,1,0,0,0,0,0,0,3,7,3,5,4,0,4,1,3,6,5,2017,0,4,4,2,1,0,7,2,0,2,0,0,19,22,16,2,0,1,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,2,5,2,2,3,0,2,0,1,1,1,0,1,2,1,3,1,0,2,1,2,5,4
29,TLAXCALA,8,Infecciones intestinales por otros organismos y las mal definidas,"A04, A08-A09 excepto A08.0",86426,1491,6691,5535,4543,3211,3478,7590,2453,2501,1290,1785,70,30545,19605,2289,31636,770,1387,0,194,0,7824,7496,9371,7144,9822,8271,6480,7255,5472,5529,6656,5106,2017,1552,6406,5681,4268,3629,3830,9668,2993,3549,1634,2549,29,40638,45788,13999,9330,993,15384,332,510,0,90,0,16546,10275,1296,16252,438,877,0,104,0,3590,3454,4379,3448,4536,3823,3045,3420,2603,2630,3289,2421,4234,4042,4992,3696,5286,4448,3435,3835,2869,2899,3367,2685
29,TLAXCALA,178,Fiebre paratifoidea,A01.1-A01.4,199,3,5,4,4,6,3,10,2,8,2,3,1,194,0,0,5,0,0,0,0,0,4,20,16,17,12,12,13,50,17,13,18,7,2017,0,7,7,7,18,15,46,13,20,7,8,0,51,148,51,0,0,0,0,0,0,0,0,143,0,0,5,0,0,0,0,0,1,7,9,5,5,1,5,11,1,1,4,1,3,13,7,12,7,11,8,39,16,12,14,6
29,TLAXCALA,93,Otras infecciones intestinales debidas a protozoarios,"A07.0, A07.2, A07.9",417,6,21,27,35,18,7,28,10,10,2,7,0,343,0,13,61,0,0,0,0,0,24,29,65,8,26,49,34,70,40,25,26,21,2017,7,43,51,26,13,7,44,17,20,5,13,0,171,246,139,0,6,26,0,0,0,0,0,204,0,7,35,0,0,0,0,0,11,11,30,3,10,22,15,27,16,9,9,8,13,18,35,5,16,27,19,43,24,16,17,13
30,VERACRUZ DE IGNACIO DE LA LLAVE,1,Cólera,A00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,VERACRUZ DE IGNACIO DE LA LLAVE,2,Amebiasis intestinal,"A06.0-A06.3, A06.9",17690,344,1735,1446,1072,598,534,895,319,386,208,381,1,3722,4274,308,3952,5007,161,158,26,82,1320,1325,1640,1260,1683,1587,1413,1899,1410,1609,1589,955,2017,326,1767,1615,1112,745,603,1526,506,670,296,589,16,7919,9771,1650,1884,137,1902,2158,73,67,12,36,2072,2390,171,2050,2849,88,91,14,46,601,576,743,558,769,715,607,817,635,746,704,448,719,749,897,702,914,872,806,1082,775,863,885,507
30,VERACRUZ DE IGNACIO DE LA LLAVE,5,Shigelosis,A03,275,4,29,14,9,7,5,24,7,3,1,8,0,85,67,6,99,10,0,1,0,7,13,32,52,31,21,15,26,38,4,17,14,12,2017,5,20,16,15,11,11,48,11,13,10,4,0,111,164,27,31,1,47,1,0,0,0,4,58,36,5,52,9,0,1,0,3,3,13,27,11,9,7,10,15,1,5,4,6,10,19,25,20,12,8,16,23,3,12,10,6
30,VERACRUZ DE IGNACIO DE LA LLAVE,6,Fiebre tifoidea,A01.0,4224,14,47,93,156,173,174,346,201,111,38,66,0,1882,141,342,1769,28,15,40,0,7,242,281,407,269,356,435,387,453,404,399,401,190,2017,5,48,142,260,309,378,894,253,297,108,110,1,1419,2805,487,42,105,759,2,6,16,0,2,1395,99,237,1010,26,9,24,0,5,72,91,126,75,106,143,171,158,143,148,125,61,170,190,281,194,250,292,216,295,261,251,276,129
30,VERACRUZ DE IGNACIO DE LA LLAVE,7,Giardiasis,A07.1,960,11,58,90,139,49,17,48,18,12,6,6,0,254,22,27,583,36,0,29,0,9,34,74,56,121,78,112,76,87,92,89,100,41,2017,4,89,117,77,39,44,75,17,25,12,7,0,454,506,117,12,6,290,12,0,15,0,2,137,10,21,293,24,0,14,0,7,13,40,21,48,41,57,39,48,32,43,56,16,21,34,35,73,37,55,37,39,60,46,44,25
30,VERACRUZ DE IGNACIO DE LA LLAVE,8,Infecciones intestinales por otros organismos y las mal definidas,"A04, A08-A09 excepto A08.0",304827,6232,23192,17345,13381,10418,11966,26526,7895,10044,4848,7548,139,55205,101045,18075,106665,7664,666,12225,411,2871,21199,22461,28560,21842,32512,29401,25488,30773,22788,23202,26703,19898,2017,6048,21905,16826,12665,12172,13724,36358,11121,15785,6883,11759,47,139534,165293,23947,45543,7618,51348,3399,246,5852,197,1384,31258,55502,10457,55317,4265,420,6373,214,1487,9754,10332,13047,10084,14668,13235,11567,14176,10531,10621,12206,9313,11445,12129,15513,11758,17844,16166,13921,16597,12257,12581,14497,10585
30,VERACRUZ DE IGNACIO DE LA LLAVE,178,Fiebre paratifoidea,A01.1-A01.4,1268,3,12,32,48,53,49,90,50,47,14,12,0,546,7,8,361,83,241,19,0,3,99,77,114,69,123,125,118,110,99,122,129,83,2017,3,15,35,75,112,104,261,81,97,31,44,0,410,858,156,0,3,135,15,95,5,0,1,390,7,5,226,68,146,14,0,2,36,27,33,18,34,36,40,37,39,34,42,34,63,50,81,51,89,89,78,73,60,88,87,49
30,VERACRUZ DE IGNACIO DE LA LLAVE,93,Otras infecciones intestinales debidas a protozoarios,"A07.0, A07.2, A07.9",8071,89,596,705,543,400,308,418,162,195,106,170,2,2551,22,1831,3004,321,0,1,80,261,609,794,1008,710,729,697,644,865,469,575,598,373,2017,103,623,733,531,477,339,692,212,278,144,245,0,3694,4377,1168,12,794,1432,123,0,1,37,127,1383,10,1037,1572,198,0,0,43,134,284,347,489,324,347,316,288,379,212,274,280,154,325,447,519,386,382,381,356,486,257,301,318,219
31,YUCATÁN,1,Cólera,A00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,YUCATÁN,2,Amebiasis intestinal,"A06.0-A06.3, A06.9",9151,217,934,502,337,233,309,806,186,279,123,280,2,4578,3175,233,690,408,65,0,0,2,769,785,1000,639,853,944,947,1043,595,541,661,374,2017,181,897,552,353,277,274,1047,277,436,208,439,2,4208,4943,1977,1503,93,409,192,32,0,0,2,2601,1672,140,281,216,33,0,0,0,355,362,473,316,404,419,414,489,277,247,286,166,414,423,527,323,449,525,533,554,318,294,375,208
31,YUCATÁN,5,Shigelosis,A03,80,2,10,4,6,1,1,7,0,1,0,6,0,41,5,1,2,31,0,0,0,0,19,8,12,6,3,6,10,6,3,1,5,1,2017,5,12,7,1,2,1,7,2,4,0,1,0,38,42,23,2,1,2,10,0,0,0,0,18,3,0,0,21,0,0,0,0,10,5,6,3,2,1,3,2,3,1,2,0,9,3,6,3,1,5,7,4,0,0,3,1
31,YUCATÁN,6,Fiebre tifoidea,A01.0,62,0,2,3,5,3,4,5,2,0,0,3,0,8,19,19,16,0,0,0,0,0,1,2,2,4,1,1,14,1,2,11,19,4,2017,0,0,4,7,6,3,9,1,2,1,2,0,27,35,2,8,7,10,0,0,0,0,0,6,11,12,6,0,0,0,0,0,0,0,1,0,0,1,9,1,1,4,9,1,1,2,1,4,1,0,5,0,1,7,10,3
31,YUCATÁN,7,Giardiasis,A07.1,572,2,58,56,37,16,39,34,17,11,1,11,0,300,60,50,129,30,2,0,0,1,53,52,72,61,46,43,39,64,35,33,53,21,2017,5,72,49,22,16,33,35,16,24,6,12,0,282,290,145,23,23,71,18,1,0,0,1,155,37,27,58,12,1,0,0,0,27,29,34,35,24,22,19,31,13,15,25,8,26,23,38,26,22,21,20,33,22,18,28,13
31,YUCATÁN,8,Infecciones intestinales por otros organismos y las mal definidas,"A04, A08-A09 excepto A08.0",180583,4488,12671,7602,6123,5979,8495,17613,5884,6548,3856,6269,288,24607,73522,5493,59720,14678,814,0,1145,604,11300,14944,16347,11465,16147,16583,21759,19300,10762,9917,19024,13035,2017,4116,11232,7415,6114,6685,9017,20664,7032,8984,5024,8339,145,85816,94767,11366,34181,2324,29726,6979,368,0,583,289,13241,39341,3169,29994,7699,446,0,562,315,5224,7109,7828,5560,7723,7667,10133,9111,5154,4632,9325,6350,6076,7835,8519,5905,8424,8916,11626,10189,5608,5285,9699,6685
31,YUCATÁN,178,Fiebre paratifoidea,A01.1-A01.4,10,0,0,0,0,0,0,0,0,0,0,2,0,3,0,4,3,0,0,0,0,0,1,3,1,0,1,0,0,0,0,1,2,1,2017,0,0,1,0,3,1,2,0,1,0,0,0,2,8,0,0,2,0,0,0,0,0,0,3,0,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,2,1
31,YUCATÁN,93,Otras infecciones intestinales debidas a protozoarios,"A07.0, A07.2, A07.9",1708,13,123,124,122,93,75,109,61,36,23,20,1,516,3,122,661,382,24,0,0,0,128,116,350,128,212,166,123,126,93,103,133,30,2017,15,132,121,106,125,74,157,66,50,28,34,0,800,908,218,2,68,338,167,7,0,0,0,298,1,54,323,215,17,0,0,0,59,65,173,49,105,78,51,68,48,44,51,9,69,51,177,79,107,88,72,58,45,59,82,21
32,ZACATECAS,1,Cólera,A00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,ZACATECAS,2,Amebiasis intestinal,"A06.0-A06.3, A06.9",5208,176,439,403,280,186,172,270,146,131,96,80,1,914,273,689,3046,229,57,0,0,0,219,342,541,455,606,615,459,610,390,352,392,227,2017,236,568,392,229,227,201,417,153,207,94,104,0,2380,2828,432,114,342,1385,86,21,0,0,0,482,159,347,1661,143,36,0,0,0,96,149,270,207,282,300,215,272,178,157,166,88,123,193,271,248,324,315,244,338,212,195,226,139
32,ZACATECAS,5,Shigelosis,A03,537,3,23,32,28,41,35,53,28,17,10,9,0,78,15,6,438,0,0,0,0,0,23,21,70,30,74,103,110,69,11,12,7,7,2017,2,26,35,32,21,34,52,20,26,8,2,0,279,258,44,6,2,227,0,0,0,0,0,34,9,4,211,0,0,0,0,0,12,8,36,20,40,55,54,31,5,8,5,5,11,13,34,10,34,48,56,38,6,4,2,2
32,ZACATECAS,6,Fiebre tifoidea,A01.0,3631,4,12,38,77,127,248,404,163,118,37,55,0,1071,69,81,2344,63,3,0,0,0,274,279,447,300,403,297,319,432,272,250,217,141,2017,4,15,54,113,237,356,872,283,274,68,72,0,1283,2348,292,22,27,928,13,1,0,0,0,779,47,54,1416,50,2,0,0,0,107,103,163,115,125,101,109,159,96,85,69,51,167,176,284,185,278,196,210,273,176,165,148,90
32,ZACATECAS,7,Giardiasis,A07.1,271,2,20,21,34,10,8,11,4,6,5,4,0,81,2,10,137,41,0,0,0,0,13,21,26,16,37,41,18,25,27,17,18,12,2017,6,23,18,15,6,12,22,31,6,2,5,0,125,146,32,1,3,74,15,0,0,0,0,49,1,7,63,26,0,0,0,0,8,8,21,3,17,16,8,14,10,7,10,3,5,13,5,13,20,25,10,11,17,10,8,9
32,ZACATECAS,8,Infecciones intestinales por otros organismos y las mal definidas,"A04, A08-A09 excepto A08.0",126079,3452,11238,8357,5824,4493,4732,9345,3318,3602,2089,2785,20,24412,14185,9777,67410,9706,287,0,302,0,6314,7963,11386,11026,16182,11578,11088,15667,10241,9067,9496,6071,2017,3595,11332,8110,5655,5211,5372,12067,4112,5022,2411,3927,10,59255,66824,11043,6644,4078,32853,4383,116,0,138,0,13369,7541,5699,34557,5323,171,0,164,0,3000,3658,5357,5222,7510,5430,5079,7337,4854,4297,4557,2954,3314,4305,6029,5804,8672,6148,6009,8330,5387,4770,4939,3117
