CVE_ESTADO,NOM_ESTADO,CLAVE_MUN,NOM_MUN,AMBITO,POB_TOTAL,PCT_POBREZA,PCT_Carencia_Servicios_Basicos_Vivienda,PCT_Carencia_Calidad_Espacio_Vivienda,PCT_Carencia_Servicios_Salud
26,Sonora,26057,San Pedro de la Cueva,Ámbito de residencia: rural,1553,35.208791,,12.820513,31.501832
26,Sonora,26058,Santa Ana,Ámbito de residencia: rural,5055,,,,29.190582
26,Sonora,26059,Santa Cruz,Ámbito de residencia: rural,1954,35.427458,2.398082,,12.589928
26,Sonora,26060,Sáric,Ámbito de residencia: rural,2192,46.196328,5.660377,6.527282,29.066803
26,Sonora,26061,Soyopa,Ámbito de residencia: rural,1457,,,10.134128,45.230999
26,Sonora,26062,Suaqui Grande,Ámbito de residencia: rural,1187,25.313406,,,32.065217
26,Sonora,26063,Tepache,Ámbito de residencia: rural,1255,31.531969,,,13.213981
26,Sonora,26064,Trincheras,Ámbito de residencia: rural,1471,30.099778,,,36.585366
26,Sonora,26065,Tubutama,Ámbito de residencia: rural,1569,34.676144,,,19.972261
26,Sonora,26066,Ures,Ámbito de residencia: rural,5253,18.412131,6.314915,,8.662235
26,Sonora,26067,Villa Hidalgo,Ámbito de residencia: rural,1522,23.493976,,,18.781006
26,Sonora,26068,Villa Pesqueira,Ámbito de residencia: rural,1111,24.051859,9.882583,,35.616438
26,Sonora,26069,Yécora,Ámbito de residencia: rural,5105,74.839607,,19.888794,19.717707
26,Sonora,26070,General Plutarco Elías Calles,Ámbito de residencia: rural,2179,49.533063,13.979337,9.347015,
26,Sonora,26071,Benito Juárez,Ámbito de residencia: rural,6282,52.102956,50.032524,17.987498,23.685401
26,Sonora,26072,San Ignacio Río Muerto,Ámbito de residencia: rural,4985,50.660019,61.885758,21.459237,
27,Tabasco,27001,Balancán,Ámbito de residencia: rural,49815,63.951548,81.665557,16.063598,15.241662
27,Tabasco,27002,Cárdenas,Ámbito de residencia: rural,92773,46.746826,48.984193,10.184919,42.537606
27,Tabasco,27003,Centla,Ámbito de residencia: rural,95916,80.767355,90.498924,16.361156,
27,Tabasco,27004,Centro,Ámbito de residencia: rural,128749,47.436496,,,38.264683
27,Tabasco,27005,Comalcalco,Ámbito de residencia: rural,156853,58.774077,69.523461,6.50537,24.912157
27,Tabasco,27006,Cunduacán,Ámbito de residencia: rural,60324,56.209596,58.994717,,32.783607
27,Tabasco,27007,Emiliano Zapata,Ámbito de residencia: rural,6678,66.098453,75.536788,14.58578,9.071671
27,Tabasco,27008,Huimanguillo,Ámbito de residencia: rural,106926,60.781511,66.889628,,31.711268
27,Tabasco,27009,Jalapa,Ámbito de residencia: rural,36973,53.425905,64.60793,11.578367,
27,Tabasco,27010,Jalpa de Méndez,Ámbito de residencia: rural,69545,55.659261,77.777063,,36.332991
27,Tabasco,27011,Jonuta,Ámbito de residencia: rural,25269,69.317647,90.833636,23.052508,
27,Tabasco,27012,Macuspana,Ámbito de residencia: rural,67281,81.279255,86.634747,15.674585,
27,Tabasco,27013,Nacajuca,Ámbito de residencia: rural,37952,72.905608,66.461487,,19.640188
27,Tabasco,27014,Paraíso,Ámbito de residencia: rural,60328,57.68251,72.430958,5.305844,
27,Tabasco,27015,Tacotalpa,Ámbito de residencia: rural,42977,66.411803,76.663372,16.79707,26.583983
27,Tabasco,27016,Teapa,Ámbito de residencia: rural,28658,52.370638,49.511872,12.221159,21.3003
27,Tabasco,27017,Tenosique,Ámbito de residencia: rural,26384,66.805006,81.50469,,16.347323
28,Tamaulipas,28001,Abasolo,Ámbito de residencia: rural,6416,54.69192,9.894171,,
28,Tamaulipas,28002,Aldama,Ámbito de residencia: rural,18374,52.618521,69.189928,10.593981,
28,Tamaulipas,28003,Altamira,Ámbito de residencia: rural,25512,38.441665,45.429953,14.866384,26.317308
28,Tamaulipas,28004,Antiguo Morelos,Ámbito de residencia: rural,6562,50.041421,47.102161,15.766208,8.104126
28,Tamaulipas,28005,Burgos,Ámbito de residencia: rural,4520,47.655147,31.15452,4.758327,9.641873
28,Tamaulipas,28006,Bustamante,Ámbito de residencia: rural,8009,75.501949,82.072302,12.861175,5.68472
28,Tamaulipas,28007,Camargo,Ámbito de residencia: rural,7712,39.233359,,,31.23742
28,Tamaulipas,28008,Casas,Ámbito de residencia: rural,4400,58.264888,64.98641,16.901408,11.415864
28,Tamaulipas,28010,Cruillas,Ámbito de residencia: rural,1774,53.728239,40.066445,,7.17608
28,Tamaulipas,28011,Gómez Farías,Ámbito de residencia: rural,8801,46.110069,39.141165,12.80849,6.25617
28,Tamaulipas,28012,González,Ámbito de residencia: rural,18447,48.636521,41.068301,,
28,Tamaulipas,28013,Güémez,Ámbito de residencia: rural,17007,52.428598,58.022073,9.673109,13.060212
28,Tamaulipas,28014,Guerrero,Ámbito de residencia: rural,165,48.013158,91.447368,-888.0,
28,Tamaulipas,28015,Gustavo Díaz Ordaz,Ámbito de residencia: rural,2695,44.343624,,,51.808971
28,Tamaulipas,28016,Hidalgo,Ámbito de residencia: rural,10559,68.332558,72.243509,,
28,Tamaulipas,28017,Jaumave,Ámbito de residencia: rural,11097,64.60169,82.991757,16.265347,5.01635
28,Tamaulipas,28018,Jiménez,Ámbito de residencia: rural,3882,65.60274,,,
28,Tamaulipas,28019,Llera,Ámbito de residencia: rural,12635,54.798242,49.706414,13.751202,
28,Tamaulipas,28020,Mainero,Ámbito de residencia: rural,2175,57.000499,41.837244,10.034948,11.982027
28,Tamaulipas,28021,El Mante,Ámbito de residencia: rural,25139,46.03072,35.470056,,
28,Tamaulipas,28022,Matamoros,Ámbito de residencia: rural,32206,,33.786202,7.179574,27.123941
28,Tamaulipas,28023,Méndez,Ámbito de residencia: rural,4545,42.287684,32.406087,10.294817,24.631479
28,Tamaulipas,28025,Miguel Alemán,Ámbito de residencia: rural,10807,51.407582,5.800681,5.855421,40.611118
28,Tamaulipas,28026,Miquihuana,Ámbito de residencia: rural,3933,81.343759,73.069471,22.391365,3.099917
28,Tamaulipas,28027,Nuevo Laredo,Ámbito de residencia: rural,2167,40.467805,80.492253,,43.359781
28,Tamaulipas,28028,Nuevo Morelos,Ámbito de residencia: rural,1121,45.42201,,19.808612,5.454545
28,Tamaulipas,28029,Ocampo,Ámbito de residencia: rural,10827,54.24166,59.52334,11.108706,17.133571
28,Tamaulipas,28030,Padilla,Ámbito de residencia: rural,6712,44.848318,38.991406,,10.817606
28,Tamaulipas,28031,Palmillas,Ámbito de residencia: rural,2036,54.874464,47.478541,10.032189,6.598712
28,Tamaulipas,28032,Reynosa,Ámbito de residencia: rural,13252,37.437859,27.010699,10.027822,25.642869
28,Tamaulipas,28033,Río Bravo,Ámbito de residencia: rural,10964,,40.993065,,52.928421
28,Tamaulipas,28034,San Carlos,Ámbito de residencia: rural,7870,72.09824,58.071221,24.747125,
28,Tamaulipas,28035,San Fernando,Ámbito de residencia: rural,14437,53.784952,63.487348,,24.948803
28,Tamaulipas,28036,San Nicolás,Ámbito de residencia: rural,983,82.886261,92.22973,22.635135,
28,Tamaulipas,28037,Soto la Marina,Ámbito de residencia: rural,15313,52.412574,52.685906,19.727269,
28,Tamaulipas,28038,Tampico,Ámbito de residencia: rural,206,,92.720264,25.314937,25.411945
28,Tamaulipas,28039,Tula,Ámbito de residencia: rural,18322,67.202326,81.627656,15.850694,
28,Tamaulipas,28040,Valle Hermoso,Ámbito de residencia: rural,3251,35.661516,64.542499,,15.229105
28,Tamaulipas,28041,Victoria,Ámbito de residencia: rural,18472,36.264093,48.129985,13.053092,
28,Tamaulipas,28042,Villagrán,Ámbito de residencia: rural,5693,57.462998,49.386503,12.308282,8.550613
28,Tamaulipas,28043,Xicoténcatl,Ámbito de residencia: rural,13376,,49.008887,10.195076,10.904966
29,Tlaxcala,29001,Amaxac de Guerrero,Ámbito de residencia: rural,1029,42.268166,7.995595,13.338845,21.876139
29,Tlaxcala,29002,Apetatitlán de Antonio Carvajal,Ámbito de residencia: rural,1085,34.188376,7.242371,4.521299,14.11335
29,Tlaxcala,29003,Atlangatepec,Ámbito de residencia: rural,7323,58.244079,19.194107,9.532062,11.366262
29,Tlaxcala,29004,Atltzayanca,Ámbito de residencia: rural,11166,68.625935,30.319866,10.292851,34.280058
29,Tlaxcala,29005,Apizaco,Ámbito de residencia: rural,531,,8.515192,-888.0,16.735496
29,Tlaxcala,29006,Calpulalpan,Ámbito de residencia: rural,13502,53.339839,,12.265601,16.29777
29,Tlaxcala,29007,El Carmen Tequexquitla,Ámbito de residencia: rural,2288,76.761532,19.486225,,
29,Tlaxcala,29008,Cuapiaxtla,Ámbito de residencia: rural,8067,67.362739,,17.109729,48.904725
29,Tlaxcala,29009,Cuaxomulco,Ámbito de residencia: rural,2944,55.071248,,16.094033,18.300181
29,Tlaxcala,29010,Chiautempan,Ámbito de residencia: rural,3639,40.881855,6.888064,,54.499785
29,Tlaxcala,29011,Muñoz de Domingo Arenas,Ámbito de residencia: rural,4913,43.663894,,5.118362,17.146513
29,Tlaxcala,29012,Españita,Ámbito de residencia: rural,5848,62.951684,17.514641,9.681552,22.529283
29,Tlaxcala,29013,Huamantla,Ámbito de residencia: rural,25025,69.274466,,18.375893,30.683133
29,Tlaxcala,29014,Hueyotlipan,Ámbito de residencia: rural,5843,66.742168,11.153568,,9.810101
29,Tlaxcala,29015,Ixtacuixtla de Mariano Matamoros,Ámbito de residencia: rural,9056,42.373531,10.908237,6.27255,40.252015
29,Tlaxcala,29016,Ixtenco,Ámbito de residencia: rural,38,85.694444,80.555556,,
29,Tlaxcala,29017,Mazatecochco de José María Morelos,Ámbito de residencia: rural,12,96.46172,,-888.0,-888.0
29,Tlaxcala,29018,Contla de Juan Cuamatzi,Ámbito de residencia: rural,3169,47.937258,11.618184,,27.870755
29,Tlaxcala,29019,Tepetitla de Lardizábal,Ámbito de residencia: rural,1117,52.659609,3.624402,12.780247,50.508287
29,Tlaxcala,29020,Sanctórum de Lázaro Cárdenas,Ámbito de residencia: rural,2770,73.046987,7.389163,15.839333,12.050019
29,Tlaxcala,29021,Nanacamilpa de Mariano Arista,Ámbito de residencia: rural,5488,58.775106,,,32.262066
29,Tlaxcala,29022,Acuamanala de Miguel Hidalgo,Ámbito de residencia: rural,6646,40.45816,7.534722,8.802083,16.631944
29,Tlaxcala,29023,Natívitas,Ámbito de residencia: rural,14285,51.729944,14.216005,12.568494,27.937865
29,Tlaxcala,29024,Panotla,Ámbito de residencia: rural,14091,37.560131,,,40.920091
29,Tlaxcala,29025,San Pablo del Monte,Ámbito de residencia: rural,1343,69.626043,60.884926,32.908923,46.080095
29,Tlaxcala,29026,Santa Cruz Tlaxcala,Ámbito de residencia: rural,1623,49.778149,,,24.842987
29,Tlaxcala,29027,Tenancingo,Ámbito de residencia: rural,107,,,-888.0,
29,Tlaxcala,29028,Teolocholco,Ámbito de residencia: rural,3118,63.710763,,,
29,Tlaxcala,29029,Tepeyanco,Ámbito de residencia: rural,7875,47.07637,,,21.36183
29,Tlaxcala,29030,Terrenate,Ámbito de residencia: rural,5222,64.68484,9.260765,9.319239,11.656424
29,Tlaxcala,29031,Tetla de la Solidaridad,Ámbito de residencia: rural,3005,45.586574,,9.197959,21.826917
29,Tlaxcala,29032,Tetlatlahuca,Ámbito de residencia: rural,4933,44.276801,9.997581,,47.704088
29,Tlaxcala,29033,Tlaxcala,Ámbito de residencia: rural,1746,,,-888.0,37.880729
29,Tlaxcala,29034,Tlaxco,Ámbito de residencia: rural,19425,63.892603,,12.091244,12.432752
29,Tlaxcala,29035,Tocatlán,Ámbito de residencia: rural,58,,,9.090909,21.818182
29,Tlaxcala,29036,Totolac,Ámbito de residencia: rural,8823,26.549914,,,35.036445
29,Tlaxcala,29037,Ziltlaltépec de Trinidad Sánchez Santos,Ámbito de residencia: rural,4276,72.391059,19.503807,20.854827,10.513387
29,Tlaxcala,29038,Tzompantepec,Ámbito de residencia: rural,6541,46.613669,,,27.428364
29,Tlaxcala,29039,Xaloztoc,Ámbito de residencia: rural,8083,62.152732,1.191302,5.971938,27.451158
29,Tlaxcala,29040,Xaltocan,Ámbito de residencia: rural,7300,48.684348,9.402886,4.524543,16.245837
29,Tlaxcala,29041,Papalotla de Xicohténcatl,Ámbito de residencia: rural,299,69.624458,60.669192,28.40803,46.897754
29,Tlaxcala,29043,Yauhquemehcan,Ámbito de residencia: rural,3975,35.724764,,,25.571311
29,Tlaxcala,29044,Zacatelco,Ámbito de residencia: rural,188,,,,48.011967
29,Tlaxcala,29045,Benito Juárez,Ámbito de residencia: rural,16,,,-888.0,-888.0
29,Tlaxcala,29046,Emiliano Zapata,Ámbito de residencia: rural,1653,65.06633,13.329122,9.602021,4.421984
29,Tlaxcala,29047,Lázaro Cárdenas,Ámbito de residencia: rural,444,60.242206,,,6.47482
29,Tlaxcala,29049,San Damián Texóloc,Ámbito de residencia: rural,56,58.384615,,-888.0,
29,Tlaxcala,29050,San Francisco Tetlanohcan,Ámbito de residencia: rural,13,,100.0,22.694745,13.360834
29,Tlaxcala,29051,San Jerónimo Zacualpan,Ámbito de residencia: rural,25,,,,
29,Tlaxcala,29052,San José Teacalco,Ámbito de residencia: rural,282,59.378277,,,
29,Tlaxcala,29053,San Juan Huactzinco,Ámbito de residencia: rural,19,96.555556,100.0,55.555556,-888.0
29,Tlaxcala,29054,San Lorenzo Axocomanitla,Ámbito de residencia: rural,11,,-888.0,-888.0,80.0
29,Tlaxcala,29055,San Lucas Tecopilco,Ámbito de residencia: rural,195,50.967568,,,22.702703
29,Tlaxcala,29056,Santa Ana Nopalucan,Ámbito de residencia: rural,2,-888.0,100.0,-888.0,-888.0
29,Tlaxcala,29057,Santa Apolonia Teacalco,Ámbito de residencia: rural,19,,,-888.0,
29,Tlaxcala,29058,Santa Catarina Ayometla,Ámbito de residencia: rural,5,,60.0,-888.0,100.0
29,Tlaxcala,29059,Santa Cruz Quilehtla,Ámbito de residencia: rural,2356,66.036785,,,17.166213
30,Veracruz de Ignacio de la Llave,30001,Acajete,Ámbito de residencia: rural,10039,72.766314,,14.779512,19.021682
30,Veracruz de Ignacio de la Llave,30002,Acatlán,Ámbito de residencia: rural,198,91.867021,,,32.978723
30,Veracruz de Ignacio de la Llave,30003,Acayucan,Ámbito de residencia: rural,22889,64.449593,74.111934,18.616422,47.524845
30,Veracruz de Ignacio de la Llave,30004,Actopan,Ámbito de residencia: rural,35145,48.502403,22.493958,5.923489,31.659664
30,Veracruz de Ignacio de la Llave,30005,Acula,Ámbito de residencia: rural,2262,64.18905,55.311184,9.452504,
30,Veracruz de Ignacio de la Llave,30006,Acultzingo,Ámbito de residencia: rural,18961,85.13414,55.561138,19.725171,42.66864
30,Veracruz de Ignacio de la Llave,30007,Camarón de Tejeda,Ámbito de residencia: rural,6766,56.402967,55.237948,5.438813,28.692831
30,Veracruz de Ignacio de la Llave,30008,Alpatláhuac,Ámbito de residencia: rural,13190,82.562673,63.375967,10.191759,40.524127
30,Veracruz de Ignacio de la Llave,30009,Alto Lucero de Gutiérrez Barrios,Ámbito de residencia: rural,15645,62.490331,34.756482,5.473213,15.33364
30,Veracruz de Ignacio de la Llave,30010,Altotonga,Ámbito de residencia: rural,51049,92.647058,68.649383,,17.114049
30,Veracruz de Ignacio de la Llave,30011,Alvarado,Ámbito de residencia: rural,36346,22.702665,,,
30,Veracruz de Ignacio de la Llave,30012,Amatitlán,Ámbito de residencia: rural,8140,43.156913,15.524116,8.475884,9.003215
30,Veracruz de Ignacio de la Llave,30013,Naranjos Amatlán,Ámbito de residencia: rural,11737,51.597666,73.274206,14.35629,54.690829
30,Veracruz de Ignacio de la Llave,30014,Amatlán de los Reyes,Ámbito de residencia: rural,21256,49.706877,33.265415,6.314175,38.151152
30,Veracruz de Ignacio de la Llave,30015,Angel R. Cabada,Ámbito de residencia: rural,23266,58.221114,39.493821,7.448742,30.069071
30,Veracruz de Ignacio de la Llave,30016,La Antigua,Ámbito de residencia: rural,5397,28.721169,,5.605293,33.45013
30,Veracruz de Ignacio de la Llave,30017,Apazapan,Ámbito de residencia: rural,4873,45.061238,43.539631,6.623236,23.235613
30,Veracruz de Ignacio de la Llave,30018,Aquila,Ámbito de residencia: rural,2047,91.120432,60.782295,24.601132,23.623263
30,Veracruz de Ignacio de la Llave,30019,Astacinga,Ámbito de residencia: rural,7150,93.663013,95.586731,28.686249,3.214964
30,Veracruz de Ignacio de la Llave,30020,Atlahuilco,Ámbito de residencia: rural,11981,94.596284,97.596196,37.712424,14.898301
30,Veracruz de Ignacio de la Llave,30021,Atoyac,Ámbito de residencia: rural,4837,72.352567,81.338798,19.867002,27.711658
30,Veracruz de Ignacio de la Llave,30022,Atzacan,Ámbito de residencia: rural,9273,88.552547,85.120352,38.576068,52.481069
30,Veracruz de Ignacio de la Llave,30023,Atzalan,Ámbito de residencia: rural,47590,72.441055,62.39074,15.706292,24.199129
30,Veracruz de Ignacio de la Llave,30024,Tlaltetela,Ámbito de residencia: rural,13632,81.421551,58.904125,14.242357,23.37653
30,Veracruz de Ignacio de la Llave,30025,Ayahualulco,Ámbito de residencia: rural,25999,96.598178,23.158921,20.398221,8.71658
30,Veracruz de Ignacio de la Llave,30026,Banderilla,Ámbito de residencia: rural,2110,62.685225,,,41.053775
30,Veracruz de Ignacio de la Llave,30027,Benito Juárez,Ámbito de residencia: rural,19427,81.829119,90.44228,21.034134,15.215869
30,Veracruz de Ignacio de la Llave,30028,Boca del Río,Ámbito de residencia: rural,1435,31.48233,,,
30,Veracruz de Ignacio de la Llave,30029,Calcahualco,Ámbito de residencia: rural,14179,92.711748,77.637004,28.7053,17.017767
30,Veracruz de Ignacio de la Llave,30030,Camerino Z. Mendoza,Ámbito de residencia: rural,5501,95.937851,95.531353,48.8189,19.452575
30,Veracruz de Ignacio de la Llave,30031,Carrillo Puerto,Ámbito de residencia: rural,23157,75.236451,77.277061,9.940919,38.294635
30,Veracruz de Ignacio de la Llave,30032,Catemaco,Ámbito de residencia: rural,24022,84.344168,82.499422,17.829113,36.34124
30,Veracruz de Ignacio de la Llave,30033,Cazones de Herrera,Ámbito de residencia: rural,24557,78.016321,86.39865,18.214539,28.708106
30,Veracruz de Ignacio de la Llave,30034,Cerro Azul,Ámbito de residencia: rural,4381,68.897613,80.78671,28.989112,19.123233
30,Veracruz de Ignacio de la Llave,30035,Citlaltépetl,Ámbito de residencia: rural,8731,83.481295,91.121691,26.869569,42.362154
30,Veracruz de Ignacio de la Llave,30036,Coacoatzintla,Ámbito de residencia: rural,3184,87.893729,52.264898,24.40087,19.41685
30,Veracruz de Ignacio de la Llave,30037,Coahuitlán,Ámbito de residencia: rural,1821,92.435702,73.517322,21.080446,6.28303
30,Veracruz de Ignacio de la Llave,30038,Coatepec,Ámbito de residencia: rural,30371,70.216772,19.668312,7.712514,23.140522
30,Veracruz de Ignacio de la Llave,30039,Coatzacoalcos,Ámbito de residencia: rural,2517,63.08026,63.081362,22.918574,22.586412
30,Veracruz de Ignacio de la Llave,30040,Coatzintla,Ámbito de residencia: rural,15866,68.613601,73.43775,27.582342,40.634553
30,Veracruz de Ignacio de la Llave,30041,Coetzala,Ámbito de residencia: rural,2437,72.013055,73.672759,,
30,Veracruz de Ignacio de la Llave,30042,Colipa,Ámbito de residencia: rural,5943,67.683585,61.242236,18.491571,17.125111
30,Veracruz de Ignacio de la Llave,30043,Comapa,Ámbito de residencia: rural,16507,88.517873,47.612055,10.009281,29.860362
30,Veracruz de Ignacio de la Llave,30044,Córdoba,Ámbito de residencia: rural,33884,50.935015,22.118665,,53.703568
30,Veracruz de Ignacio de la Llave,30045,Cosamaloapan de Carpio,Ámbito de residencia: rural,14956,58.11719,49.736412,20.162912,30.5332
30,Veracruz de Ignacio de la Llave,30046,Cosautlán de Carvajal,Ámbito de residencia: rural,13353,81.006144,53.871076,9.119647,10.337451
30,Veracruz de Ignacio de la Llave,30047,Coscomatepec,Ámbito de residencia: rural,34168,95.154548,88.8392,24.818355,
30,Veracruz de Ignacio de la Llave,30048,Cosoleacaque,Ámbito de residencia: rural,22339,,,,25.526846
30,Veracruz de Ignacio de la Llave,30049,Cotaxtla,Ámbito de residencia: rural,24686,52.364946,57.442496,13.822094,31.22204
30,Veracruz de Ignacio de la Llave,30050,Coxquihui,Ámbito de residencia: rural,14968,86.295175,89.591513,34.970221,23.104078
30,Veracruz de Ignacio de la Llave,30051,Coyutla,Ámbito de residencia: rural,14312,84.95405,79.689287,19.969146,23.702263
30,Veracruz de Ignacio de la Llave,30052,Cuichapa,Ámbito de residencia: rural,4457,53.665525,,,29.49048
30,Veracruz de Ignacio de la Llave,30053,Cuitláhuac,Ámbito de residencia: rural,13143,47.204736,33.526117,7.842534,30.580824
30,Veracruz de Ignacio de la Llave,30054,Chacaltianguis,Ámbito de residencia: rural,7898,59.586944,44.312693,8.989908,22.584713
30,Veracruz de Ignacio de la Llave,30055,Chalma,Ámbito de residencia: rural,13545,69.969793,85.18209,20.733171,37.442222
30,Veracruz de Ignacio de la Llave,30056,Chiconamel,Ámbito de residencia: rural,6841,73.539756,86.521538,27.636251,32.3761
30,Veracruz de Ignacio de la Llave,30057,Chiconquiaco,Ámbito de residencia: rural,13418,94.579672,59.256829,16.435909,17.813703
30,Veracruz de Ignacio de la Llave,30058,Chicontepec,Ámbito de residencia: rural,57986,75.364863,92.897759,38.748457,32.089322
30,Veracruz de Ignacio de la Llave,30059,Chinameca,Ámbito de residencia: rural,10706,58.943867,69.242906,,44.079475
30,Veracruz de Ignacio de la Llave,30060,Chinampa de Gorostiza,Ámbito de residencia: rural,8195,62.573436,59.926819,,33.273969
30,Veracruz de Ignacio de la Llave,30061,Las Choapas,Ámbito de residencia: rural,37921,92.74061,86.345571,,
30,Veracruz de Ignacio de la Llave,30062,Chocamán,Ámbito de residencia: rural,11441,73.109506,65.345619,,49.173871
30,Veracruz de Ignacio de la Llave,30063,Chontla,Ámbito de residencia: rural,15400,68.429461,70.90005,24.654762,37.532527
30,Veracruz de Ignacio de la Llave,30064,Chumatlán,Ámbito de residencia: rural,4148,88.242562,84.467978,33.459405,10.136157
30,Veracruz de Ignacio de la Llave,30065,Emiliano Zapata,Ámbito de residencia: rural,34578,34.881886,,,31.755233
30,Veracruz de Ignacio de la Llave,30066,Espinal,Ámbito de residencia: rural,22240,78.844135,85.383234,20.786779,26.773583
30,Veracruz de Ignacio de la Llave,30067,Filomeno Mata,Ámbito de residencia: rural,5370,94.050356,83.359381,38.821709,5.029545
30,Veracruz de Ignacio de la Llave,30068,Fortín,Ámbito de residencia: rural,26633,55.283297,,9.982163,46.263583
30,Veracruz de Ignacio de la Llave,30069,Gutiérrez Zamora,Ámbito de residencia: rural,14344,57.933945,77.731177,14.865294,22.62276
30,Veracruz de Ignacio de la Llave,30070,Hidalgotitlán,Ámbito de residencia: rural,16415,72.307685,82.35588,16.389825,27.16934
30,Veracruz de Ignacio de la Llave,30071,Huatusco,Ámbito de residencia: rural,21888,81.502796,67.562397,19.434064,40.696242
30,Veracruz de Ignacio de la Llave,30072,Huayacocotla,Ámbito de residencia: rural,18632,86.581601,42.184538,7.48868,36.021618
30,Veracruz de Ignacio de la Llave,30073,Hueyapan de Ocampo,Ámbito de residencia: rural,34806,79.858078,84.641328,20.392731,23.202444
30,Veracruz de Ignacio de la Llave,30074,Huiloapan de Cuauhtémoc,Ámbito de residencia: rural,3316,56.832534,22.53116,16.426973,21.252796
30,Veracruz de Ignacio de la Llave,30075,Ignacio de la Llave,Ámbito de residencia: rural,12459,67.076576,58.037052,11.195328,31.40299
30,Veracruz de Ignacio de la Llave,30076,Ilamatlán,Ámbito de residencia: rural,13844,91.737571,89.466515,26.182369,18.146046
30,Veracruz de Ignacio de la Llave,30077,Isla,Ámbito de residencia: rural,17416,71.402412,53.924866,12.742568,
30,Veracruz de Ignacio de la Llave,30078,Ixcatepec,Ámbito de residencia: rural,8930,80.305416,95.617279,60.536836,17.733932
30,Veracruz de Ignacio de la Llave,30079,Ixhuacán de los Reyes,Ámbito de residencia: rural,10483,90.610543,38.301974,15.440327,
30,Veracruz de Ignacio de la Llave,30080,Ixhuatlán del Café,Ámbito de residencia: rural,13985,84.045363,67.673411,,29.413411
30,Veracruz de Ignacio de la Llave,30081,Ixhuatlancillo,Ámbito de residencia: rural,6123,75.769473,59.421294,25.493267,
30,Veracruz de Ignacio de la Llave,30082,Ixhuatlán del Sureste,Ámbito de residencia: rural,6139,68.861559,76.969518,22.335041,12.680273
30,Veracruz de Ignacio de la Llave,30083,Ixhuatlán de Madero,Ámbito de residencia: rural,53069,85.597951,90.382583,25.319598,15.699378
30,Veracruz de Ignacio de la Llave,30084,Ixmatlahuacan,Ámbito de residencia: rural,5768,48.430766,18.529358,7.481251,22.663252
30,Veracruz de Ignacio de la Llave,30085,Ixtaczoquitlán,Ámbito de residencia: rural,18965,57.74458,,,36.481933
30,Veracruz de Ignacio de la Llave,30086,Jalacingo,Ámbito de residencia: rural,24804,83.174392,52.857855,20.087791,23.661505
30,Veracruz de Ignacio de la Llave,30087,Xalapa,Ámbito de residencia: rural,16196,69.58618,62.020861,20.89468,36.268391
30,Veracruz de Ignacio de la Llave,30088,Jalcomulco,Ámbito de residencia: rural,1690,81.776813,33.477991,9.67142,
30,Veracruz de Ignacio de la Llave,30089,Jáltipan,Ámbito de residencia: rural,11469,68.884957,84.670897,15.86819,44.607431
30,Veracruz de Ignacio de la Llave,30090,Jamapa,Ámbito de residencia: rural,7051,52.377741,63.26344,13.341489,49.20363
30,Veracruz de Ignacio de la Llave,30091,Jesús Carranza,Ámbito de residencia: rural,24750,73.723467,78.986085,12.803869,32.638631
30,Veracruz de Ignacio de la Llave,30092,Xico,Ámbito de residencia: rural,8282,86.844728,,12.950417,
30,Veracruz de Ignacio de la Llave,30093,Jilotepec,Ámbito de residencia: rural,7822,64.610045,49.030628,9.763219,45.357709
30,Veracruz de Ignacio de la Llave,30094,Juan Rodríguez Clara,Ámbito de residencia: rural,25157,64.343519,69.197463,7.042161,46.054332
30,Veracruz de Ignacio de la Llave,30095,Juchique de Ferrer,Ámbito de residencia: rural,14603,73.414869,69.269405,9.745349,23.400045
30,Veracruz de Ignacio de la Llave,30096,Landero y Coss,Ámbito de residencia: rural,1597,76.809331,28.262339,,11.359026
30,Veracruz de Ignacio de la Llave,30097,Lerdo de Tejada,Ámbito de residencia: rural,1981,45.340765,23.536323,15.28687,16.90251
30,Veracruz de Ignacio de la Llave,30098,Magdalena,Ámbito de residencia: rural,3414,88.719364,86.872466,26.410976,13.439351
30,Veracruz de Ignacio de la Llave,30099,Maltrata,Ámbito de residencia: rural,6411,87.8197,77.48944,23.262616,30.517428
30,Veracruz de Ignacio de la Llave,30100,Manlio Fabio Altamirano,Ámbito de residencia: rural,19842,56.567986,41.807942,10.310377,46.182984
30,Veracruz de Ignacio de la Llave,30101,Mariano Escobedo,Ámbito de residencia: rural,25801,95.909209,79.459769,22.991206,17.558506
30,Veracruz de Ignacio de la Llave,30102,Martínez de la Torre,Ámbito de residencia: rural,29725,45.219685,44.383366,,54.534503
30,Veracruz de Ignacio de la Llave,30103,Mecatlán,Ámbito de residencia: rural,7334,95.319343,90.021413,45.25339,
30,Veracruz de Ignacio de la Llave,30104,Mecayapan,Ámbito de residencia: rural,9082,85.078828,92.270127,35.400929,22.575875
30,Veracruz de Ignacio de la Llave,30105,Medellín de Bravo,Ámbito de residencia: rural,36952,38.748991,47.698752,9.48576,36.973969
30,Veracruz de Ignacio de la Llave,30106,Miahuatlán,Ámbito de residencia: rural,1308,90.468085,67.319149,17.702128,13.957447
30,Veracruz de Ignacio de la Llave,30107,Las Minas,Ámbito de residencia: rural,3036,88.106493,29.165235,22.260392,
